user,date,transaction_type,amount
c7c404ca-e7db-4029-bdf0-8402e2984caf,15-01-2020,DEBIT,13045
c7c404ca-e7db-4029-bdf0-8402e2984caf,09-07-2020,CREDIT,27878
c7c404ca-e7db-4029-bdf0-8402e2984caf,16-05-2020,DEBIT,63584
c7c404ca-e7db-4029-bdf0-8402e2984caf,29-07-2020,CREDIT,74147
c7c404ca-e7db-4029-bdf0-8402e2984caf,09-04-2020,DEBIT,50429
c7c404ca-e7db-4029-bdf0-8402e2984caf,21-08-2020,CREDIT,38004
c7c404ca-e7db-4029-bdf0-8402e2984caf,15-11-2020,DEBIT,27951
c7c404ca-e7db-4029-bdf0-8402e2984caf,28-10-2020,CREDIT,27314
c7c404ca-e7db-4029-bdf0-8402e2984caf,31-07-2020,CREDIT,41359
c7c404ca-e7db-4029-bdf0-8402e2984caf,04-07-2020,CREDIT,48053
c7c404ca-e7db-4029-bdf0-8402e2984caf,16-04-2020,DEBIT,61433
c7c404ca-e7db-4029-bdf0-8402e2984caf,17-03-2020,CREDIT,58237
c7c404ca-e7db-4029-bdf0-8402e2984caf,27-10-2020,DEBIT,47547
c7c404ca-e7db-4029-bdf0-8402e2984caf,25-02-2020,DEBIT,75491
c7c404ca-e7db-4029-bdf0-8402e2984caf,16-08-2020,CREDIT,4054
c7c404ca-e7db-4029-bdf0-8402e2984caf,18-05-2020,DEBIT,25793
c7c404ca-e7db-4029-bdf0-8402e2984caf,03-11-2020,CREDIT,8767
c7c404ca-e7db-4029-bdf0-8402e2984caf,04-03-2020,CREDIT,7650
c7c404ca-e7db-4029-bdf0-8402e2984caf,13-08-2020,DEBIT,44120
c7c404ca-e7db-4029-bdf0-8402e2984caf,23-12-2020,CREDIT,14660
c7c404ca-e7db-4029-bdf0-8402e2984caf,01-07-2020,CREDIT,70379
c7c404ca-e7db-4029-bdf0-8402e2984caf,17-12-2020,DEBIT,57617
c7c404ca-e7db-4029-bdf0-8402e2984caf,13-08-2020,CREDIT,7373
c7c404ca-e7db-4029-bdf0-8402e2984caf,12-03-2020,DEBIT,19161
c7c404ca-e7db-4029-bdf0-8402e2984caf,12-10-2020,CREDIT,77768
c7c404ca-e7db-4029-bdf0-8402e2984caf,19-08-2020,CREDIT,81358
c7c404ca-e7db-4029-bdf0-8402e2984caf,23-12-2020,CREDIT,93903
c7c404ca-e7db-4029-bdf0-8402e2984caf,20-08-2020,DEBIT,50831
c7c404ca-e7db-4029-bdf0-8402e2984caf,02-09-2020,CREDIT,81747
f42e3f6f-48db-4057-a640-76d99ab61ee8,26-11-2020,DEBIT,63256
f42e3f6f-48db-4057-a640-76d99ab61ee8,27-05-2020,CREDIT,70460
f42e3f6f-48db-4057-a640-76d99ab61ee8,31-10-2020,CREDIT,94705
f42e3f6f-48db-4057-a640-76d99ab61ee8,30-07-2020,DEBIT,70091
f42e3f6f-48db-4057-a640-76d99ab61ee8,28-06-2020,CREDIT,60590
f42e3f6f-48db-4057-a640-76d99ab61ee8,14-12-2020,DEBIT,72810
f42e3f6f-48db-4057-a640-76d99ab61ee8,05-02-2020,CREDIT,26251
f42e3f6f-48db-4057-a640-76d99ab61ee8,02-03-2020,CREDIT,50716
f42e3f6f-48db-4057-a640-76d99ab61ee8,05-09-2020,CREDIT,37727
f42e3f6f-48db-4057-a640-76d99ab61ee8,06-07-2020,DEBIT,47060
f42e3f6f-48db-4057-a640-76d99ab61ee8,23-02-2020,DEBIT,37793
f42e3f6f-48db-4057-a640-76d99ab61ee8,10-01-2020,DEBIT,51361
f42e3f6f-48db-4057-a640-76d99ab61ee8,28-05-2020,CREDIT,51663
f42e3f6f-48db-4057-a640-76d99ab61ee8,07-05-2020,DEBIT,39365
f42e3f6f-48db-4057-a640-76d99ab61ee8,11-01-2020,DEBIT,69299
f42e3f6f-48db-4057-a640-76d99ab61ee8,10-06-2020,DEBIT,5593
f42e3f6f-48db-4057-a640-76d99ab61ee8,22-09-2020,CREDIT,84096
f42e3f6f-48db-4057-a640-76d99ab61ee8,15-11-2020,DEBIT,74311
f42e3f6f-48db-4057-a640-76d99ab61ee8,07-12-2020,DEBIT,88274
f42e3f6f-48db-4057-a640-76d99ab61ee8,16-05-2020,DEBIT,98378
f42e3f6f-48db-4057-a640-76d99ab61ee8,29-01-2020,DEBIT,7008
f42e3f6f-48db-4057-a640-76d99ab61ee8,09-05-2020,DEBIT,97731
f42e3f6f-48db-4057-a640-76d99ab61ee8,08-06-2020,DEBIT,9655
f42e3f6f-48db-4057-a640-76d99ab61ee8,15-10-2020,CREDIT,80649
f42e3f6f-48db-4057-a640-76d99ab61ee8,29-05-2020,DEBIT,31200
f42e3f6f-48db-4057-a640-76d99ab61ee8,15-12-2020,DEBIT,37665
f42e3f6f-48db-4057-a640-76d99ab61ee8,30-09-2020,DEBIT,39618
f42e3f6f-48db-4057-a640-76d99ab61ee8,11-08-2020,DEBIT,9446
f42e3f6f-48db-4057-a640-76d99ab61ee8,07-10-2020,CREDIT,59480
f42e3f6f-48db-4057-a640-76d99ab61ee8,27-11-2020,CREDIT,21850
f42e3f6f-48db-4057-a640-76d99ab61ee8,29-11-2020,CREDIT,64008
f42e3f6f-48db-4057-a640-76d99ab61ee8,16-09-2020,CREDIT,63097
f42e3f6f-48db-4057-a640-76d99ab61ee8,02-05-2020,DEBIT,40272
f42e3f6f-48db-4057-a640-76d99ab61ee8,02-10-2020,DEBIT,54412
f42e3f6f-48db-4057-a640-76d99ab61ee8,02-07-2020,CREDIT,82274
f42e3f6f-48db-4057-a640-76d99ab61ee8,18-04-2020,CREDIT,28549
f42e3f6f-48db-4057-a640-76d99ab61ee8,30-06-2020,DEBIT,2000
f42e3f6f-48db-4057-a640-76d99ab61ee8,12-01-2020,CREDIT,7521
f42e3f6f-48db-4057-a640-76d99ab61ee8,27-09-2020,CREDIT,81927
f42e3f6f-48db-4057-a640-76d99ab61ee8,28-07-2020,DEBIT,24212
f42e3f6f-48db-4057-a640-76d99ab61ee8,11-04-2020,CREDIT,63806
f42e3f6f-48db-4057-a640-76d99ab61ee8,13-05-2020,DEBIT,51077
f42e3f6f-48db-4057-a640-76d99ab61ee8,16-06-2020,CREDIT,62413
f42e3f6f-48db-4057-a640-76d99ab61ee8,09-04-2020,DEBIT,45442
f42e3f6f-48db-4057-a640-76d99ab61ee8,07-12-2020,DEBIT,45415
f42e3f6f-48db-4057-a640-76d99ab61ee8,24-04-2020,DEBIT,88728
f42e3f6f-48db-4057-a640-76d99ab61ee8,15-01-2020,DEBIT,78479
5ab88798-d0e0-496c-9d38-2537926e6773,26-08-2020,CREDIT,65726
5ab88798-d0e0-496c-9d38-2537926e6773,07-08-2020,DEBIT,69587
5ab88798-d0e0-496c-9d38-2537926e6773,15-07-2020,DEBIT,7
5ab88798-d0e0-496c-9d38-2537926e6773,29-02-2020,DEBIT,92593
5ab88798-d0e0-496c-9d38-2537926e6773,29-05-2020,CREDIT,38216
5ab88798-d0e0-496c-9d38-2537926e6773,23-07-2020,DEBIT,94056
5ab88798-d0e0-496c-9d38-2537926e6773,06-09-2020,CREDIT,74895
5ab88798-d0e0-496c-9d38-2537926e6773,24-12-2020,DEBIT,94514
5ab88798-d0e0-496c-9d38-2537926e6773,12-05-2020,DEBIT,15875
5ab88798-d0e0-496c-9d38-2537926e6773,29-10-2020,DEBIT,36538
5ab88798-d0e0-496c-9d38-2537926e6773,12-02-2020,CREDIT,15753
5ab88798-d0e0-496c-9d38-2537926e6773,28-08-2020,DEBIT,63558
5ab88798-d0e0-496c-9d38-2537926e6773,24-07-2020,DEBIT,12383
5ab88798-d0e0-496c-9d38-2537926e6773,14-09-2020,DEBIT,48704
5ab88798-d0e0-496c-9d38-2537926e6773,17-02-2020,CREDIT,61793
5ab88798-d0e0-496c-9d38-2537926e6773,24-11-2020,CREDIT,27508
5ab88798-d0e0-496c-9d38-2537926e6773,29-02-2020,CREDIT,19886
5ab88798-d0e0-496c-9d38-2537926e6773,18-06-2020,DEBIT,7138
5ab88798-d0e0-496c-9d38-2537926e6773,29-02-2020,DEBIT,2812
5ab88798-d0e0-496c-9d38-2537926e6773,29-06-2020,DEBIT,28681
5ab88798-d0e0-496c-9d38-2537926e6773,09-09-2020,CREDIT,75319
5ab88798-d0e0-496c-9d38-2537926e6773,24-06-2020,DEBIT,68557
5ab88798-d0e0-496c-9d38-2537926e6773,06-07-2020,DEBIT,29011
5ab88798-d0e0-496c-9d38-2537926e6773,08-09-2020,DEBIT,73887
5ab88798-d0e0-496c-9d38-2537926e6773,06-02-2020,CREDIT,31615
5ab88798-d0e0-496c-9d38-2537926e6773,01-03-2020,DEBIT,14547
5ab88798-d0e0-496c-9d38-2537926e6773,09-07-2020,DEBIT,51423
5ab88798-d0e0-496c-9d38-2537926e6773,11-08-2020,CREDIT,64261
5ab88798-d0e0-496c-9d38-2537926e6773,25-11-2020,DEBIT,31899
5ab88798-d0e0-496c-9d38-2537926e6773,08-02-2020,DEBIT,76764
5ab88798-d0e0-496c-9d38-2537926e6773,20-10-2020,DEBIT,12180
5ab88798-d0e0-496c-9d38-2537926e6773,25-06-2020,DEBIT,13338
5ab88798-d0e0-496c-9d38-2537926e6773,08-04-2020,DEBIT,60673
5ab88798-d0e0-496c-9d38-2537926e6773,06-02-2020,DEBIT,14268
5ab88798-d0e0-496c-9d38-2537926e6773,09-04-2020,CREDIT,61446
5ab88798-d0e0-496c-9d38-2537926e6773,14-03-2020,DEBIT,91259
5ab88798-d0e0-496c-9d38-2537926e6773,01-11-2020,DEBIT,77913
5ab88798-d0e0-496c-9d38-2537926e6773,26-05-2020,CREDIT,98468
5ab88798-d0e0-496c-9d38-2537926e6773,05-11-2020,DEBIT,49821
5ab88798-d0e0-496c-9d38-2537926e6773,15-03-2020,CREDIT,26759
5ab88798-d0e0-496c-9d38-2537926e6773,27-05-2020,DEBIT,25966
e780994a-16d1-405a-990a-ef9732521808,25-01-2020,CREDIT,27247
e780994a-16d1-405a-990a-ef9732521808,30-06-2020,CREDIT,87470
e780994a-16d1-405a-990a-ef9732521808,22-08-2020,DEBIT,55369
e780994a-16d1-405a-990a-ef9732521808,13-07-2020,CREDIT,62560
e780994a-16d1-405a-990a-ef9732521808,16-02-2020,CREDIT,20008
e780994a-16d1-405a-990a-ef9732521808,12-01-2020,CREDIT,54579
e780994a-16d1-405a-990a-ef9732521808,28-02-2020,DEBIT,21819
e780994a-16d1-405a-990a-ef9732521808,01-03-2020,CREDIT,54601
e780994a-16d1-405a-990a-ef9732521808,01-03-2020,CREDIT,59245
e780994a-16d1-405a-990a-ef9732521808,28-07-2020,CREDIT,26283
e780994a-16d1-405a-990a-ef9732521808,05-06-2020,DEBIT,9523
e780994a-16d1-405a-990a-ef9732521808,29-10-2020,CREDIT,99713
e780994a-16d1-405a-990a-ef9732521808,24-08-2020,CREDIT,97827
e780994a-16d1-405a-990a-ef9732521808,13-12-2020,DEBIT,82993
e780994a-16d1-405a-990a-ef9732521808,17-05-2020,CREDIT,84294
e780994a-16d1-405a-990a-ef9732521808,19-03-2020,DEBIT,84567
e780994a-16d1-405a-990a-ef9732521808,15-12-2020,DEBIT,80273
e780994a-16d1-405a-990a-ef9732521808,04-01-2020,CREDIT,69854
e780994a-16d1-405a-990a-ef9732521808,19-09-2020,CREDIT,60223
e780994a-16d1-405a-990a-ef9732521808,07-05-2020,DEBIT,961
e780994a-16d1-405a-990a-ef9732521808,16-07-2020,CREDIT,12895
e780994a-16d1-405a-990a-ef9732521808,07-06-2020,CREDIT,20482
e780994a-16d1-405a-990a-ef9732521808,05-12-2020,CREDIT,77443
7fb0dc0a-9d7f-4de3-b10b-887e8d4726a1,18-11-2020,CREDIT,15943
7fb0dc0a-9d7f-4de3-b10b-887e8d4726a1,12-08-2020,DEBIT,13446
7fb0dc0a-9d7f-4de3-b10b-887e8d4726a1,10-05-2020,DEBIT,65675
7fb0dc0a-9d7f-4de3-b10b-887e8d4726a1,17-12-2020,CREDIT,16700
7fb0dc0a-9d7f-4de3-b10b-887e8d4726a1,20-10-2020,DEBIT,37433
7fb0dc0a-9d7f-4de3-b10b-887e8d4726a1,10-08-2020,DEBIT,62032
7fb0dc0a-9d7f-4de3-b10b-887e8d4726a1,15-09-2020,DEBIT,51740
7fb0dc0a-9d7f-4de3-b10b-887e8d4726a1,24-05-2020,CREDIT,41567
97c54725-1777-45ad-98bd-73f92d2a6a7e,07-10-2020,DEBIT,92654
97c54725-1777-45ad-98bd-73f92d2a6a7e,12-12-2020,CREDIT,69631
97c54725-1777-45ad-98bd-73f92d2a6a7e,19-07-2020,DEBIT,12668
97c54725-1777-45ad-98bd-73f92d2a6a7e,17-09-2020,CREDIT,50303
97c54725-1777-45ad-98bd-73f92d2a6a7e,09-05-2020,CREDIT,83052
97c54725-1777-45ad-98bd-73f92d2a6a7e,16-12-2020,CREDIT,49743
97c54725-1777-45ad-98bd-73f92d2a6a7e,12-08-2020,CREDIT,85372
97c54725-1777-45ad-98bd-73f92d2a6a7e,23-08-2020,CREDIT,64960
97c54725-1777-45ad-98bd-73f92d2a6a7e,13-06-2020,DEBIT,33128
97c54725-1777-45ad-98bd-73f92d2a6a7e,08-12-2020,CREDIT,3219
97c54725-1777-45ad-98bd-73f92d2a6a7e,29-10-2020,DEBIT,58952
97c54725-1777-45ad-98bd-73f92d2a6a7e,27-08-2020,CREDIT,17388
97c54725-1777-45ad-98bd-73f92d2a6a7e,20-12-2020,CREDIT,33605
97c54725-1777-45ad-98bd-73f92d2a6a7e,01-03-2020,DEBIT,69257
97c54725-1777-45ad-98bd-73f92d2a6a7e,26-02-2020,DEBIT,78154
97c54725-1777-45ad-98bd-73f92d2a6a7e,26-06-2020,CREDIT,21790
97c54725-1777-45ad-98bd-73f92d2a6a7e,29-10-2020,DEBIT,5950
97c54725-1777-45ad-98bd-73f92d2a6a7e,08-02-2020,CREDIT,25721
97c54725-1777-45ad-98bd-73f92d2a6a7e,03-01-2020,CREDIT,60201
97c54725-1777-45ad-98bd-73f92d2a6a7e,01-06-2020,CREDIT,46248
97c54725-1777-45ad-98bd-73f92d2a6a7e,20-09-2020,DEBIT,48239
97c54725-1777-45ad-98bd-73f92d2a6a7e,02-02-2020,DEBIT,5837
97c54725-1777-45ad-98bd-73f92d2a6a7e,04-10-2020,CREDIT,14699
97c54725-1777-45ad-98bd-73f92d2a6a7e,08-06-2020,DEBIT,14784
97c54725-1777-45ad-98bd-73f92d2a6a7e,24-11-2020,DEBIT,65241
97c54725-1777-45ad-98bd-73f92d2a6a7e,10-02-2020,CREDIT,47365
97c54725-1777-45ad-98bd-73f92d2a6a7e,22-01-2020,CREDIT,64665
97c54725-1777-45ad-98bd-73f92d2a6a7e,29-06-2020,DEBIT,74223
97c54725-1777-45ad-98bd-73f92d2a6a7e,20-09-2020,CREDIT,93312
97c54725-1777-45ad-98bd-73f92d2a6a7e,19-12-2020,DEBIT,90972
97c54725-1777-45ad-98bd-73f92d2a6a7e,26-08-2020,DEBIT,60893
7f5f8c30-a62d-442e-bf37-3a433099ce1c,18-12-2020,CREDIT,11064
7f5f8c30-a62d-442e-bf37-3a433099ce1c,26-05-2020,DEBIT,3
7f5f8c30-a62d-442e-bf37-3a433099ce1c,22-03-2020,DEBIT,51324
7f5f8c30-a62d-442e-bf37-3a433099ce1c,10-11-2020,DEBIT,96534
7f5f8c30-a62d-442e-bf37-3a433099ce1c,02-11-2020,CREDIT,36576
7f5f8c30-a62d-442e-bf37-3a433099ce1c,04-08-2020,CREDIT,13857
7f5f8c30-a62d-442e-bf37-3a433099ce1c,28-01-2020,CREDIT,57525
7f5f8c30-a62d-442e-bf37-3a433099ce1c,28-07-2020,CREDIT,77529
7f5f8c30-a62d-442e-bf37-3a433099ce1c,17-11-2020,DEBIT,4420
7f5f8c30-a62d-442e-bf37-3a433099ce1c,20-11-2020,CREDIT,24807
7f5f8c30-a62d-442e-bf37-3a433099ce1c,16-05-2020,CREDIT,13821
7f5f8c30-a62d-442e-bf37-3a433099ce1c,10-12-2020,CREDIT,65585
7f5f8c30-a62d-442e-bf37-3a433099ce1c,22-11-2020,DEBIT,49717
7f5f8c30-a62d-442e-bf37-3a433099ce1c,25-08-2020,CREDIT,42139
7f5f8c30-a62d-442e-bf37-3a433099ce1c,12-12-2020,CREDIT,25877
7f5f8c30-a62d-442e-bf37-3a433099ce1c,28-12-2020,DEBIT,37657
7f5f8c30-a62d-442e-bf37-3a433099ce1c,09-09-2020,DEBIT,34127
7f5f8c30-a62d-442e-bf37-3a433099ce1c,04-01-2020,CREDIT,16892
7f5f8c30-a62d-442e-bf37-3a433099ce1c,30-08-2020,CREDIT,55420
7f5f8c30-a62d-442e-bf37-3a433099ce1c,09-02-2020,DEBIT,19192
7f5f8c30-a62d-442e-bf37-3a433099ce1c,29-01-2020,CREDIT,98420
1ccdd108-1633-4e88-8873-69ae81875715,11-06-2020,CREDIT,20556
1ccdd108-1633-4e88-8873-69ae81875715,17-01-2020,CREDIT,44347
b1c7b5c5-caca-478c-b726-26164c5c45c8,12-02-2020,CREDIT,4
b1c7b5c5-caca-478c-b726-26164c5c45c8,13-09-2020,DEBIT,61085
b1c7b5c5-caca-478c-b726-26164c5c45c8,19-04-2020,DEBIT,48720
b1c7b5c5-caca-478c-b726-26164c5c45c8,11-03-2020,DEBIT,41745
b1c7b5c5-caca-478c-b726-26164c5c45c8,11-08-2020,CREDIT,8546
b1c7b5c5-caca-478c-b726-26164c5c45c8,11-11-2020,DEBIT,44376
b1c7b5c5-caca-478c-b726-26164c5c45c8,15-04-2020,DEBIT,55764
b1c7b5c5-caca-478c-b726-26164c5c45c8,20-05-2020,DEBIT,51791
b1c7b5c5-caca-478c-b726-26164c5c45c8,16-09-2020,CREDIT,15956
b1c7b5c5-caca-478c-b726-26164c5c45c8,15-01-2020,DEBIT,81519
b1c7b5c5-caca-478c-b726-26164c5c45c8,13-08-2020,DEBIT,65439
b1c7b5c5-caca-478c-b726-26164c5c45c8,11-04-2020,CREDIT,76315
b1c7b5c5-caca-478c-b726-26164c5c45c8,07-10-2020,DEBIT,35113
b1c7b5c5-caca-478c-b726-26164c5c45c8,04-06-2020,CREDIT,87345
b1c7b5c5-caca-478c-b726-26164c5c45c8,27-02-2020,DEBIT,17282
b1c7b5c5-caca-478c-b726-26164c5c45c8,19-05-2020,DEBIT,36289
b1c7b5c5-caca-478c-b726-26164c5c45c8,16-06-2020,CREDIT,89269
b1c7b5c5-caca-478c-b726-26164c5c45c8,01-03-2020,DEBIT,40368
b1c7b5c5-caca-478c-b726-26164c5c45c8,08-07-2020,DEBIT,82456
b1c7b5c5-caca-478c-b726-26164c5c45c8,29-05-2020,DEBIT,46124
b1c7b5c5-caca-478c-b726-26164c5c45c8,18-07-2020,CREDIT,66876
b1c7b5c5-caca-478c-b726-26164c5c45c8,23-04-2020,DEBIT,32053
b1c7b5c5-caca-478c-b726-26164c5c45c8,24-03-2020,CREDIT,38392
b1c7b5c5-caca-478c-b726-26164c5c45c8,23-05-2020,DEBIT,46101
b1c7b5c5-caca-478c-b726-26164c5c45c8,10-02-2020,DEBIT,19185
b1c7b5c5-caca-478c-b726-26164c5c45c8,22-10-2020,DEBIT,82371
b1c7b5c5-caca-478c-b726-26164c5c45c8,21-05-2020,DEBIT,6907
b1c7b5c5-caca-478c-b726-26164c5c45c8,29-05-2020,DEBIT,21657
b1c7b5c5-caca-478c-b726-26164c5c45c8,16-11-2020,DEBIT,72304
b1c7b5c5-caca-478c-b726-26164c5c45c8,05-06-2020,CREDIT,25858
b1c7b5c5-caca-478c-b726-26164c5c45c8,29-09-2020,CREDIT,45650
b1c7b5c5-caca-478c-b726-26164c5c45c8,24-10-2020,DEBIT,91144
b1c7b5c5-caca-478c-b726-26164c5c45c8,08-04-2020,CREDIT,13816
b1c7b5c5-caca-478c-b726-26164c5c45c8,30-08-2020,DEBIT,14590
b1c7b5c5-caca-478c-b726-26164c5c45c8,21-07-2020,CREDIT,88962
b1c7b5c5-caca-478c-b726-26164c5c45c8,10-04-2020,CREDIT,88432
b1c7b5c5-caca-478c-b726-26164c5c45c8,20-04-2020,DEBIT,58520
b1c7b5c5-caca-478c-b726-26164c5c45c8,22-09-2020,DEBIT,36358
b1c7b5c5-caca-478c-b726-26164c5c45c8,26-01-2020,CREDIT,96949
b1c7b5c5-caca-478c-b726-26164c5c45c8,09-03-2020,CREDIT,6950
b1c7b5c5-caca-478c-b726-26164c5c45c8,09-11-2020,CREDIT,52969
b1c7b5c5-caca-478c-b726-26164c5c45c8,14-07-2020,CREDIT,9953
b1c7b5c5-caca-478c-b726-26164c5c45c8,17-05-2020,DEBIT,66074
40e746dc-d19a-4434-b6dd-32c24c9273cf,24-05-2020,CREDIT,26550
40e746dc-d19a-4434-b6dd-32c24c9273cf,22-11-2020,CREDIT,57765
40e746dc-d19a-4434-b6dd-32c24c9273cf,03-07-2020,CREDIT,37350
40e746dc-d19a-4434-b6dd-32c24c9273cf,03-11-2020,DEBIT,31269
40e746dc-d19a-4434-b6dd-32c24c9273cf,28-10-2020,CREDIT,39728
40e746dc-d19a-4434-b6dd-32c24c9273cf,17-02-2020,CREDIT,91348
40e746dc-d19a-4434-b6dd-32c24c9273cf,05-05-2020,CREDIT,72193
40e746dc-d19a-4434-b6dd-32c24c9273cf,14-08-2020,DEBIT,68016
40e746dc-d19a-4434-b6dd-32c24c9273cf,13-07-2020,CREDIT,31607
40e746dc-d19a-4434-b6dd-32c24c9273cf,02-10-2020,CREDIT,79176
40e746dc-d19a-4434-b6dd-32c24c9273cf,21-06-2020,DEBIT,69864
40e746dc-d19a-4434-b6dd-32c24c9273cf,08-10-2020,CREDIT,12581
40e746dc-d19a-4434-b6dd-32c24c9273cf,14-04-2020,DEBIT,27238
40e746dc-d19a-4434-b6dd-32c24c9273cf,11-07-2020,DEBIT,69122
40e746dc-d19a-4434-b6dd-32c24c9273cf,19-11-2020,DEBIT,80179
40e746dc-d19a-4434-b6dd-32c24c9273cf,22-04-2020,CREDIT,99865
40e746dc-d19a-4434-b6dd-32c24c9273cf,29-09-2020,DEBIT,54421
40e746dc-d19a-4434-b6dd-32c24c9273cf,06-05-2020,CREDIT,86138
40e746dc-d19a-4434-b6dd-32c24c9273cf,24-09-2020,CREDIT,61402
40e746dc-d19a-4434-b6dd-32c24c9273cf,08-04-2020,DEBIT,5558
40e746dc-d19a-4434-b6dd-32c24c9273cf,28-05-2020,CREDIT,33942
40e746dc-d19a-4434-b6dd-32c24c9273cf,22-10-2020,CREDIT,80253
40e746dc-d19a-4434-b6dd-32c24c9273cf,12-03-2020,DEBIT,58088
40e746dc-d19a-4434-b6dd-32c24c9273cf,28-08-2020,DEBIT,18551
40e746dc-d19a-4434-b6dd-32c24c9273cf,27-07-2020,DEBIT,13494
40e746dc-d19a-4434-b6dd-32c24c9273cf,05-08-2020,DEBIT,87816
40e746dc-d19a-4434-b6dd-32c24c9273cf,10-08-2020,CREDIT,48388
40e746dc-d19a-4434-b6dd-32c24c9273cf,04-05-2020,CREDIT,54106
40e746dc-d19a-4434-b6dd-32c24c9273cf,16-07-2020,DEBIT,93246
40e746dc-d19a-4434-b6dd-32c24c9273cf,13-01-2020,CREDIT,69991
40e746dc-d19a-4434-b6dd-32c24c9273cf,21-09-2020,CREDIT,80522
40e746dc-d19a-4434-b6dd-32c24c9273cf,23-08-2020,DEBIT,57147
40e746dc-d19a-4434-b6dd-32c24c9273cf,04-02-2020,DEBIT,59851
40e746dc-d19a-4434-b6dd-32c24c9273cf,15-08-2020,CREDIT,7313
8383efd3-672c-4a3d-9303-cd96d2ba67e0,29-06-2020,CREDIT,46378
8383efd3-672c-4a3d-9303-cd96d2ba67e0,19-10-2020,CREDIT,56509
8383efd3-672c-4a3d-9303-cd96d2ba67e0,27-10-2020,DEBIT,27473
8383efd3-672c-4a3d-9303-cd96d2ba67e0,04-02-2020,CREDIT,57418
8383efd3-672c-4a3d-9303-cd96d2ba67e0,02-05-2020,DEBIT,87267
8383efd3-672c-4a3d-9303-cd96d2ba67e0,25-02-2020,DEBIT,32391
8383efd3-672c-4a3d-9303-cd96d2ba67e0,19-12-2020,CREDIT,22197
8383efd3-672c-4a3d-9303-cd96d2ba67e0,09-06-2020,DEBIT,52368
8383efd3-672c-4a3d-9303-cd96d2ba67e0,05-09-2020,DEBIT,42303
8383efd3-672c-4a3d-9303-cd96d2ba67e0,10-05-2020,DEBIT,77989
8383efd3-672c-4a3d-9303-cd96d2ba67e0,29-11-2020,CREDIT,98127
8383efd3-672c-4a3d-9303-cd96d2ba67e0,06-04-2020,CREDIT,92185
8383efd3-672c-4a3d-9303-cd96d2ba67e0,28-03-2020,CREDIT,58721
8383efd3-672c-4a3d-9303-cd96d2ba67e0,12-12-2020,DEBIT,90084
8383efd3-672c-4a3d-9303-cd96d2ba67e0,20-08-2020,CREDIT,65916
8383efd3-672c-4a3d-9303-cd96d2ba67e0,20-04-2020,CREDIT,41689
8383efd3-672c-4a3d-9303-cd96d2ba67e0,18-05-2020,DEBIT,85451
8383efd3-672c-4a3d-9303-cd96d2ba67e0,01-05-2020,CREDIT,9485
8383efd3-672c-4a3d-9303-cd96d2ba67e0,30-11-2020,DEBIT,45809
8383efd3-672c-4a3d-9303-cd96d2ba67e0,19-10-2020,DEBIT,90681
8383efd3-672c-4a3d-9303-cd96d2ba67e0,08-12-2020,CREDIT,74169
8383efd3-672c-4a3d-9303-cd96d2ba67e0,29-06-2020,CREDIT,31558
8383efd3-672c-4a3d-9303-cd96d2ba67e0,06-03-2020,DEBIT,2507
91de6dc1-70f4-4573-9ab8-255280f8c746,03-08-2020,DEBIT,55361
91de6dc1-70f4-4573-9ab8-255280f8c746,24-10-2020,CREDIT,82171
91de6dc1-70f4-4573-9ab8-255280f8c746,25-09-2020,CREDIT,11720
91de6dc1-70f4-4573-9ab8-255280f8c746,25-09-2020,DEBIT,59758
91de6dc1-70f4-4573-9ab8-255280f8c746,02-05-2020,CREDIT,75091
91de6dc1-70f4-4573-9ab8-255280f8c746,08-03-2020,DEBIT,77049
91de6dc1-70f4-4573-9ab8-255280f8c746,20-10-2020,DEBIT,8739
91de6dc1-70f4-4573-9ab8-255280f8c746,25-09-2020,CREDIT,36930
91de6dc1-70f4-4573-9ab8-255280f8c746,24-08-2020,DEBIT,39011
91de6dc1-70f4-4573-9ab8-255280f8c746,05-04-2020,DEBIT,67248
91de6dc1-70f4-4573-9ab8-255280f8c746,06-09-2020,CREDIT,73461
91de6dc1-70f4-4573-9ab8-255280f8c746,21-10-2020,DEBIT,1730
91de6dc1-70f4-4573-9ab8-255280f8c746,06-11-2020,DEBIT,12889
91de6dc1-70f4-4573-9ab8-255280f8c746,13-06-2020,DEBIT,56225
91de6dc1-70f4-4573-9ab8-255280f8c746,01-08-2020,CREDIT,88566
91de6dc1-70f4-4573-9ab8-255280f8c746,22-09-2020,DEBIT,7542
91de6dc1-70f4-4573-9ab8-255280f8c746,25-07-2020,DEBIT,55357
91de6dc1-70f4-4573-9ab8-255280f8c746,10-11-2020,DEBIT,96373
91de6dc1-70f4-4573-9ab8-255280f8c746,05-07-2020,CREDIT,91463
91de6dc1-70f4-4573-9ab8-255280f8c746,10-07-2020,DEBIT,10202
91de6dc1-70f4-4573-9ab8-255280f8c746,09-10-2020,CREDIT,98342
91de6dc1-70f4-4573-9ab8-255280f8c746,04-01-2020,CREDIT,60527
91de6dc1-70f4-4573-9ab8-255280f8c746,02-10-2020,CREDIT,92140
91de6dc1-70f4-4573-9ab8-255280f8c746,23-08-2020,DEBIT,70344
91de6dc1-70f4-4573-9ab8-255280f8c746,13-05-2020,DEBIT,53216
91de6dc1-70f4-4573-9ab8-255280f8c746,28-07-2020,CREDIT,6466
